backend,case_name,status,reason,dtype,algorithm,mode,k,n,timing_label,time_ms,timing_label_e2e,time_end_to_end_ms,timing_label_algorithmic,time_algorithmic_ms,bytes_moved,bytes_model,compare_ops,ops_model
cpu,q24_k256_max,PASS,ok,uint,map_reduce,max,256,16777216,Map-reduce top-k end-to-end time (ms),1.422,Map-reduce top-k end-to-end time (ms),1.422,Map-reduce top-k algorithmic time (ms),1.422,67125248,exact,16777216,lower-bound
cpu,q24_k4096_max,PASS,ok,uint,map_reduce,max,4096,16777216,Map-reduce top-k end-to-end time (ms),3.38,Map-reduce top-k end-to-end time (ms),3.38,Map-reduce top-k algorithmic time (ms),3.38,67371008,exact,16777216,lower-bound
cpu,q24_k131072_max,PASS,ok,uint,map_reduce,max,131072,16777216,Map-reduce top-k end-to-end time (ms),62.944,Map-reduce top-k end-to-end time (ms),62.944,Map-reduce top-k algorithmic time (ms),62.944,75497472,exact,16777216,lower-bound
cpu,q03_k8_max,PASS,ok,uint,gt,max,8,8,Ground truth end-to-end time (ms),0.048,Ground truth end-to-end time (ms),0.048,Ground truth algorithmic time (ms),0.048,64,lower-bound,8,lower-bound
cpu,q04_k8_max,PASS,ok,uint,gt,max,8,16,Ground truth end-to-end time (ms),0.075,Ground truth end-to-end time (ms),0.075,Ground truth algorithmic time (ms),0.075,96,lower-bound,16,lower-bound
cpu,q05_k8_max,PASS,ok,uint,gt,max,8,32,Ground truth end-to-end time (ms),0.047,Ground truth end-to-end time (ms),0.047,Ground truth algorithmic time (ms),0.047,160,lower-bound,32,lower-bound
cpu,q06_k8_max,PASS,ok,uint,gt,max,8,64,Ground truth end-to-end time (ms),0.048,Ground truth end-to-end time (ms),0.048,Ground truth algorithmic time (ms),0.048,288,lower-bound,64,lower-bound
cpu,q07_k8_max,PASS,ok,uint,gt,max,8,128,Ground truth end-to-end time (ms),0.048,Ground truth end-to-end time (ms),0.048,Ground truth algorithmic time (ms),0.048,544,lower-bound,128,lower-bound
cpu,q08_k8_max,PASS,ok,uint,gt,max,8,256,Ground truth end-to-end time (ms),0.048,Ground truth end-to-end time (ms),0.048,Ground truth algorithmic time (ms),0.048,1056,lower-bound,256,lower-bound
cpu,q08_k256_max,PASS,ok,uint,gt,max,256,256,Ground truth end-to-end time (ms),0.05,Ground truth end-to-end time (ms),0.05,Ground truth algorithmic time (ms),0.05,2048,lower-bound,256,lower-bound
cpu,q09_k8_max,PASS,ok,uint,gt,max,8,512,Ground truth end-to-end time (ms),0.049,Ground truth end-to-end time (ms),0.049,Ground truth algorithmic time (ms),0.049,2080,lower-bound,512,lower-bound
cpu,q09_k256_max,PASS,ok,uint,gt,max,256,512,Ground truth end-to-end time (ms),0.055,Ground truth end-to-end time (ms),0.055,Ground truth algorithmic time (ms),0.055,3072,lower-bound,512,lower-bound
cpu,q10_k8_max,PASS,ok,uint,gt,max,8,1024,Ground truth end-to-end time (ms),0.049,Ground truth end-to-end time (ms),0.049,Ground truth algorithmic time (ms),0.049,4128,lower-bound,1024,lower-bound
cpu,q10_k256_max,PASS,ok,uint,gt,max,256,1024,Ground truth end-to-end time (ms),0.057,Ground truth end-to-end time (ms),0.057,Ground truth algorithmic time (ms),0.057,5120,lower-bound,1024,lower-bound
cpu,q11_k8_max,PASS,ok,uint,gt,max,8,2048,Ground truth end-to-end time (ms),0.049,Ground truth end-to-end time (ms),0.049,Ground truth algorithmic time (ms),0.049,8224,lower-bound,2048,lower-bound
cpu,q11_k256_max,PASS,ok,uint,gt,max,256,2048,Ground truth end-to-end time (ms),0.06,Ground truth end-to-end time (ms),0.06,Ground truth algorithmic time (ms),0.06,9216,lower-bound,2048,lower-bound
cpu,q12_k8_max,PASS,ok,uint,gt,max,8,4096,Ground truth end-to-end time (ms),0.051,Ground truth end-to-end time (ms),0.051,Ground truth algorithmic time (ms),0.051,16416,lower-bound,4096,lower-bound
cpu,q12_k256_max,PASS,ok,uint,gt,max,256,4096,Ground truth end-to-end time (ms),0.066,Ground truth end-to-end time (ms),0.066,Ground truth algorithmic time (ms),0.066,17408,lower-bound,4096,lower-bound
cpu,q12_k4096_max,PASS,ok,uint,gt,max,4096,4096,Ground truth end-to-end time (ms),0.09,Ground truth end-to-end time (ms),0.09,Ground truth algorithmic time (ms),0.09,32768,lower-bound,4096,lower-bound
cpu,q13_k8_max,PASS,ok,uint,gt,max,8,8192,Ground truth end-to-end time (ms),0.052,Ground truth end-to-end time (ms),0.052,Ground truth algorithmic time (ms),0.052,32800,lower-bound,8192,lower-bound
cpu,q13_k256_max,PASS,ok,uint,gt,max,256,8192,Ground truth end-to-end time (ms),0.067,Ground truth end-to-end time (ms),0.067,Ground truth algorithmic time (ms),0.067,33792,lower-bound,8192,lower-bound
cpu,q13_k4096_max,PASS,ok,uint,gt,max,4096,8192,Ground truth end-to-end time (ms),0.201,Ground truth end-to-end time (ms),0.201,Ground truth algorithmic time (ms),0.201,49152,lower-bound,8192,lower-bound
cpu,q14_k8_max,PASS,ok,uint,gt,max,8,16384,Ground truth end-to-end time (ms),0.052,Ground truth end-to-end time (ms),0.052,Ground truth algorithmic time (ms),0.052,65568,lower-bound,16384,lower-bound
cpu,q14_k256_max,PASS,ok,uint,gt,max,256,16384,Ground truth end-to-end time (ms),0.078,Ground truth end-to-end time (ms),0.078,Ground truth algorithmic time (ms),0.078,66560,lower-bound,16384,lower-bound
cpu,q14_k4096_max,PASS,ok,uint,gt,max,4096,16384,Ground truth end-to-end time (ms),0.287,Ground truth end-to-end time (ms),0.287,Ground truth algorithmic time (ms),0.287,81920,lower-bound,16384,lower-bound
cpu,q15_k8_max,PASS,ok,uint,gt,max,8,32768,Ground truth end-to-end time (ms),0.059,Ground truth end-to-end time (ms),0.059,Ground truth algorithmic time (ms),0.059,131104,lower-bound,32768,lower-bound
cpu,q15_k256_max,PASS,ok,uint,gt,max,256,32768,Ground truth end-to-end time (ms),0.063,Ground truth end-to-end time (ms),0.063,Ground truth algorithmic time (ms),0.063,132096,lower-bound,32768,lower-bound
cpu,q15_k4096_max,PASS,ok,uint,gt,max,4096,32768,Ground truth end-to-end time (ms),0.404,Ground truth end-to-end time (ms),0.404,Ground truth algorithmic time (ms),0.404,147456,lower-bound,32768,lower-bound
cpu,q16_k8_max,PASS,ok,uint,gt,max,8,65536,Ground truth end-to-end time (ms),0.075,Ground truth end-to-end time (ms),0.075,Ground truth algorithmic time (ms),0.075,262176,lower-bound,65536,lower-bound
cpu,q16_k256_max,PASS,ok,uint,gt,max,256,65536,Ground truth end-to-end time (ms),0.092,Ground truth end-to-end time (ms),0.092,Ground truth algorithmic time (ms),0.092,263168,lower-bound,65536,lower-bound
cpu,q16_k4096_max,PASS,ok,uint,gt,max,4096,65536,Ground truth end-to-end time (ms),0.548,Ground truth end-to-end time (ms),0.548,Ground truth algorithmic time (ms),0.548,278528,lower-bound,65536,lower-bound
cpu,q17_k8_max,PASS,ok,uint,gt,max,8,131072,Ground truth end-to-end time (ms),0.072,Ground truth end-to-end time (ms),0.072,Ground truth algorithmic time (ms),0.072,524320,lower-bound,131072,lower-bound
cpu,q17_k256_max,PASS,ok,uint,gt,max,256,131072,Ground truth end-to-end time (ms),0.118,Ground truth end-to-end time (ms),0.118,Ground truth algorithmic time (ms),0.118,525312,lower-bound,131072,lower-bound
cpu,q17_k4096_max,PASS,ok,uint,gt,max,4096,131072,Ground truth end-to-end time (ms),0.683,Ground truth end-to-end time (ms),0.683,Ground truth algorithmic time (ms),0.683,540672,lower-bound,131072,lower-bound
cpu,q17_k131072_max,PASS,ok,uint,gt,max,131072,131072,Ground truth end-to-end time (ms),6.305,Ground truth end-to-end time (ms),6.305,Ground truth algorithmic time (ms),6.305,1048576,lower-bound,131072,lower-bound
cpu,q18_k8_max,PASS,ok,uint,gt,max,8,262144,Ground truth end-to-end time (ms),0.152,Ground truth end-to-end time (ms),0.152,Ground truth algorithmic time (ms),0.152,1048608,lower-bound,262144,lower-bound
cpu,q18_k256_max,PASS,ok,uint,gt,max,256,262144,Ground truth end-to-end time (ms),0.17,Ground truth end-to-end time (ms),0.17,Ground truth algorithmic time (ms),0.17,1049600,lower-bound,262144,lower-bound
cpu,q18_k4096_max,PASS,ok,uint,gt,max,4096,262144,Ground truth end-to-end time (ms),0.827,Ground truth end-to-end time (ms),0.827,Ground truth algorithmic time (ms),0.827,1064960,lower-bound,262144,lower-bound
cpu,q18_k131072_max,PASS,ok,uint,gt,max,131072,262144,Ground truth end-to-end time (ms),10.93,Ground truth end-to-end time (ms),10.93,Ground truth algorithmic time (ms),10.93,1572864,lower-bound,262144,lower-bound
cpu,q19_k8_max,PASS,ok,uint,gt,max,8,524288,Ground truth end-to-end time (ms),0.201,Ground truth end-to-end time (ms),0.201,Ground truth algorithmic time (ms),0.201,2097184,lower-bound,524288,lower-bound
cpu,q19_k256_max,PASS,ok,uint,gt,max,256,524288,Ground truth end-to-end time (ms),0.279,Ground truth end-to-end time (ms),0.279,Ground truth algorithmic time (ms),0.279,2098176,lower-bound,524288,lower-bound
cpu,q19_k4096_max,PASS,ok,uint,gt,max,4096,524288,Ground truth end-to-end time (ms),1.017,Ground truth end-to-end time (ms),1.017,Ground truth algorithmic time (ms),1.017,2113536,lower-bound,524288,lower-bound
cpu,q19_k131072_max,PASS,ok,uint,gt,max,131072,524288,Ground truth end-to-end time (ms),16.569,Ground truth end-to-end time (ms),16.569,Ground truth algorithmic time (ms),16.569,2621440,lower-bound,524288,lower-bound
cpu,q20_k8_max,PASS,ok,uint,gt,max,8,1048576,Ground truth end-to-end time (ms),0.345,Ground truth end-to-end time (ms),0.345,Ground truth algorithmic time (ms),0.345,4194336,lower-bound,1048576,lower-bound
cpu,q20_k256_max,PASS,ok,uint,gt,max,256,1048576,Ground truth end-to-end time (ms),0.405,Ground truth end-to-end time (ms),0.405,Ground truth algorithmic time (ms),0.405,4195328,lower-bound,1048576,lower-bound
cpu,q20_k4096_max,PASS,ok,uint,gt,max,4096,1048576,Ground truth end-to-end time (ms),1.287,Ground truth end-to-end time (ms),1.287,Ground truth algorithmic time (ms),1.287,4210688,lower-bound,1048576,lower-bound
cpu,q20_k131072_max,PASS,ok,uint,gt,max,131072,1048576,Ground truth end-to-end time (ms),22.257,Ground truth end-to-end time (ms),22.257,Ground truth algorithmic time (ms),22.257,4718592,lower-bound,1048576,lower-bound
cpu,q21_k8_max,PASS,ok,uint,gt,max,8,2097152,Ground truth end-to-end time (ms),0.628,Ground truth end-to-end time (ms),0.628,Ground truth algorithmic time (ms),0.628,8388640,lower-bound,2097152,lower-bound
cpu,q21_k256_max,PASS,ok,uint,gt,max,256,2097152,Ground truth end-to-end time (ms),0.692,Ground truth end-to-end time (ms),0.692,Ground truth algorithmic time (ms),0.692,8389632,lower-bound,2097152,lower-bound
cpu,q21_k4096_max,PASS,ok,uint,gt,max,4096,2097152,Ground truth end-to-end time (ms),1.734,Ground truth end-to-end time (ms),1.734,Ground truth algorithmic time (ms),1.734,8404992,lower-bound,2097152,lower-bound
cpu,q21_k131072_max,PASS,ok,uint,gt,max,131072,2097152,Ground truth end-to-end time (ms),28.558,Ground truth end-to-end time (ms),28.558,Ground truth algorithmic time (ms),28.558,8912896,lower-bound,2097152,lower-bound
cpu,q22_k8_max,PASS,ok,uint,gt,max,8,4194304,Ground truth end-to-end time (ms),1.209,Ground truth end-to-end time (ms),1.209,Ground truth algorithmic time (ms),1.209,16777248,lower-bound,4194304,lower-bound
cpu,q22_k256_max,PASS,ok,uint,gt,max,256,4194304,Ground truth end-to-end time (ms),1.274,Ground truth end-to-end time (ms),1.274,Ground truth algorithmic time (ms),1.274,16778240,lower-bound,4194304,lower-bound
cpu,q22_k4096_max,PASS,ok,uint,gt,max,4096,4194304,Ground truth end-to-end time (ms),2.426,Ground truth end-to-end time (ms),2.426,Ground truth algorithmic time (ms),2.426,16793600,lower-bound,4194304,lower-bound
cpu,q22_k131072_max,PASS,ok,uint,gt,max,131072,4194304,Ground truth end-to-end time (ms),33.375,Ground truth end-to-end time (ms),33.375,Ground truth algorithmic time (ms),33.375,17301504,lower-bound,4194304,lower-bound
cpu,q23_k8_max,PASS,ok,uint,gt,max,8,8388608,Ground truth end-to-end time (ms),2.377,Ground truth end-to-end time (ms),2.377,Ground truth algorithmic time (ms),2.377,33554464,lower-bound,8388608,lower-bound
cpu,q23_k256_max,PASS,ok,uint,gt,max,256,8388608,Ground truth end-to-end time (ms),2.474,Ground truth end-to-end time (ms),2.474,Ground truth algorithmic time (ms),2.474,33555456,lower-bound,8388608,lower-bound
cpu,q23_k4096_max,PASS,ok,uint,gt,max,4096,8388608,Ground truth end-to-end time (ms),3.784,Ground truth end-to-end time (ms),3.784,Ground truth algorithmic time (ms),3.784,33570816,lower-bound,8388608,lower-bound
cpu,q23_k131072_max,PASS,ok,uint,gt,max,131072,8388608,Ground truth end-to-end time (ms),40.604,Ground truth end-to-end time (ms),40.604,Ground truth algorithmic time (ms),40.604,34078720,lower-bound,8388608,lower-bound
cpu,q24_k8_max,PASS,ok,uint,gt,max,8,16777216,Ground truth end-to-end time (ms),4.71,Ground truth end-to-end time (ms),4.71,Ground truth algorithmic time (ms),4.71,67108896,lower-bound,16777216,lower-bound
cpu,q24_k256_max,PASS,ok,uint,gt,max,256,16777216,Ground truth end-to-end time (ms),4.817,Ground truth end-to-end time (ms),4.817,Ground truth algorithmic time (ms),4.817,67109888,lower-bound,16777216,lower-bound
cpu,q24_k4096_max,PASS,ok,uint,gt,max,4096,16777216,Ground truth end-to-end time (ms),6.278,Ground truth end-to-end time (ms),6.278,Ground truth algorithmic time (ms),6.278,67125248,lower-bound,16777216,lower-bound
cpu,q24_k131072_max,PASS,ok,uint,gt,max,131072,16777216,Ground truth end-to-end time (ms),50.096,Ground truth end-to-end time (ms),50.096,Ground truth algorithmic time (ms),50.096,67633152,lower-bound,16777216,lower-bound
gpu,q03_k8_max,PASS,ok,uint,bitonic,max,8,8,Trunc bitonic end-to-end time (ms),0.265,Trunc bitonic end-to-end time (ms),0.265,Trunc bitonic algorithmic time (ms),0.008,64,exact,24,exact
gpu,q04_k8_max,PASS,ok,uint,bitonic,max,8,16,Trunc bitonic end-to-end time (ms),0.279,Trunc bitonic end-to-end time (ms),0.279,Trunc bitonic algorithmic time (ms),0.01,288,exact,68,exact
gpu,q05_k8_max,PASS,ok,uint,bitonic,max,8,32,Trunc bitonic end-to-end time (ms),0.283,Trunc bitonic end-to-end time (ms),0.283,Trunc bitonic algorithmic time (ms),0.013,736,exact,156,exact
gpu,q06_k8_max,PASS,ok,uint,bitonic,max,8,64,Trunc bitonic end-to-end time (ms),0.289,Trunc bitonic end-to-end time (ms),0.289,Trunc bitonic algorithmic time (ms),0.015,1632,exact,332,exact
gpu,q07_k8_max,PASS,ok,uint,bitonic,max,8,128,Trunc bitonic end-to-end time (ms),0.307,Trunc bitonic end-to-end time (ms),0.307,Trunc bitonic algorithmic time (ms),0.018,3424,exact,684,exact
gpu,q08_k8_max,PASS,ok,uint,bitonic,max,8,256,Trunc bitonic end-to-end time (ms),0.301,Trunc bitonic end-to-end time (ms),0.301,Trunc bitonic algorithmic time (ms),0.021,7008,exact,1388,exact
gpu,q08_k256_max,PASS,ok,uint,bitonic,max,256,256,Trunc bitonic end-to-end time (ms),0.267,Trunc bitonic end-to-end time (ms),0.267,Trunc bitonic algorithmic time (ms),0.011,2048,exact,4608,exact
gpu,q09_k8_max,PASS,ok,uint,bitonic,max,8,512,Trunc bitonic end-to-end time (ms),0.304,Trunc bitonic end-to-end time (ms),0.304,Trunc bitonic algorithmic time (ms),0.023,14176,exact,2796,exact
gpu,q09_k256_max,PASS,ok,uint,bitonic,max,256,512,Trunc bitonic end-to-end time (ms),0.281,Trunc bitonic end-to-end time (ms),0.281,Trunc bitonic algorithmic time (ms),0.014,9216,exact,10496,exact
gpu,q10_k8_max,PASS,ok,uint,bitonic,max,8,1024,Trunc bitonic end-to-end time (ms),0.31,Trunc bitonic end-to-end time (ms),0.31,Trunc bitonic algorithmic time (ms),0.026,28512,exact,5612,exact
gpu,q10_k256_max,PASS,ok,uint,bitonic,max,256,1024,Trunc bitonic end-to-end time (ms),0.289,Trunc bitonic end-to-end time (ms),0.289,Trunc bitonic algorithmic time (ms),0.019,23552,exact,22272,exact
gpu,q11_k8_max,PASS,ok,uint,bitonic,max,8,2048,Trunc bitonic end-to-end time (ms),0.318,Trunc bitonic end-to-end time (ms),0.318,Trunc bitonic algorithmic time (ms),0.029,57184,exact,11244,exact
gpu,q11_k256_max,PASS,ok,uint,bitonic,max,256,2048,Trunc bitonic end-to-end time (ms),0.297,Trunc bitonic end-to-end time (ms),0.297,Trunc bitonic algorithmic time (ms),0.025,52224,exact,45824,exact
gpu,q12_k8_max,PASS,ok,uint,bitonic,max,8,4096,Trunc bitonic end-to-end time (ms),0.326,Trunc bitonic end-to-end time (ms),0.326,Trunc bitonic algorithmic time (ms),0.033,114528,exact,22508,exact
gpu,q12_k256_max,PASS,ok,uint,bitonic,max,256,4096,Trunc bitonic end-to-end time (ms),0.31,Trunc bitonic end-to-end time (ms),0.31,Trunc bitonic algorithmic time (ms),0.033,109568,exact,92928,exact
gpu,q12_k4096_max,PASS,ok,uint,bitonic,max,4096,4096,Trunc bitonic end-to-end time (ms),0.297,Trunc bitonic end-to-end time (ms),0.297,Trunc bitonic algorithmic time (ms),0.032,32768,exact,159744,exact
gpu,q13_k8_max,PASS,ok,uint,bitonic,max,8,8192,Trunc bitonic end-to-end time (ms),0.338,Trunc bitonic end-to-end time (ms),0.338,Trunc bitonic algorithmic time (ms),0.037,229216,exact,45036,exact
gpu,q13_k256_max,PASS,ok,uint,bitonic,max,256,8192,Trunc bitonic end-to-end time (ms),0.321,Trunc bitonic end-to-end time (ms),0.321,Trunc bitonic algorithmic time (ms),0.039,224256,exact,187136,exact
gpu,q13_k4096_max,PASS,ok,uint,bitonic,max,4096,8192,Trunc bitonic end-to-end time (ms),0.311,Trunc bitonic end-to-end time (ms),0.311,Trunc bitonic algorithmic time (ms),0.039,147456,exact,348160,exact
gpu,q14_k8_max,PASS,ok,uint,bitonic,max,8,16384,Trunc bitonic end-to-end time (ms),0.342,Trunc bitonic end-to-end time (ms),0.342,Trunc bitonic algorithmic time (ms),0.04,458592,exact,90092,exact
gpu,q14_k256_max,PASS,ok,uint,bitonic,max,256,16384,Trunc bitonic end-to-end time (ms),0.33,Trunc bitonic end-to-end time (ms),0.33,Trunc bitonic algorithmic time (ms),0.044,453632,exact,375552,exact
gpu,q14_k4096_max,PASS,ok,uint,bitonic,max,4096,16384,Trunc bitonic end-to-end time (ms),0.323,Trunc bitonic end-to-end time (ms),0.323,Trunc bitonic algorithmic time (ms),0.046,376832,exact,724992,exact
gpu,q15_k8_max,PASS,ok,uint,bitonic,max,8,32768,Trunc bitonic end-to-end time (ms),0.352,Trunc bitonic end-to-end time (ms),0.352,Trunc bitonic algorithmic time (ms),0.044,917344,exact,180204,exact
gpu,q15_k256_max,PASS,ok,uint,bitonic,max,256,32768,Trunc bitonic end-to-end time (ms),0.342,Trunc bitonic end-to-end time (ms),0.342,Trunc bitonic algorithmic time (ms),0.049,912384,exact,752384,exact
gpu,q15_k4096_max,PASS,ok,uint,bitonic,max,4096,32768,Trunc bitonic end-to-end time (ms),0.337,Trunc bitonic end-to-end time (ms),0.337,Trunc bitonic algorithmic time (ms),0.052,835584,exact,1478656,exact
gpu,q16_k8_max,PASS,ok,uint,bitonic,max,8,65536,Trunc bitonic end-to-end time (ms),0.364,Trunc bitonic end-to-end time (ms),0.364,Trunc bitonic algorithmic time (ms),0.047,1834848,exact,360428,exact
gpu,q16_k256_max,PASS,ok,uint,bitonic,max,256,65536,Trunc bitonic end-to-end time (ms),0.359,Trunc bitonic end-to-end time (ms),0.359,Trunc bitonic algorithmic time (ms),0.055,1829888,exact,1506048,exact
gpu,q16_k4096_max,PASS,ok,uint,bitonic,max,4096,65536,Trunc bitonic end-to-end time (ms),0.355,Trunc bitonic end-to-end time (ms),0.355,Trunc bitonic algorithmic time (ms),0.059,1753088,exact,2985984,exact
gpu,q17_k8_max,PASS,ok,uint,bitonic,max,8,131072,Trunc bitonic end-to-end time (ms),0.388,Trunc bitonic end-to-end time (ms),0.388,Trunc bitonic algorithmic time (ms),0.052,3669856,exact,720876,exact
gpu,q17_k256_max,PASS,ok,uint,bitonic,max,256,131072,Trunc bitonic end-to-end time (ms),0.383,Trunc bitonic end-to-end time (ms),0.383,Trunc bitonic algorithmic time (ms),0.066,3664896,exact,3013376,exact
gpu,q17_k4096_max,PASS,ok,uint,bitonic,max,4096,131072,Trunc bitonic end-to-end time (ms),0.384,Trunc bitonic end-to-end time (ms),0.384,Trunc bitonic algorithmic time (ms),0.076,3588096,exact,6000640,exact
gpu,q17_k131072_max,PASS,ok,uint,bitonic,max,131072,131072,Trunc bitonic end-to-end time (ms),0.466,Trunc bitonic end-to-end time (ms),0.466,Trunc bitonic algorithmic time (ms),0.094,11534336,exact,10027008,exact
gpu,q18_k8_max,PASS,ok,uint,bitonic,max,8,262144,Trunc bitonic end-to-end time (ms),0.406,Trunc bitonic end-to-end time (ms),0.406,Trunc bitonic algorithmic time (ms),0.058,7339872,exact,1441772,exact
gpu,q18_k256_max,PASS,ok,uint,bitonic,max,256,262144,Trunc bitonic end-to-end time (ms),0.424,Trunc bitonic end-to-end time (ms),0.424,Trunc bitonic algorithmic time (ms),0.077,7334912,exact,6028032,exact
gpu,q18_k4096_max,PASS,ok,uint,bitonic,max,4096,262144,Trunc bitonic end-to-end time (ms),0.445,Trunc bitonic end-to-end time (ms),0.445,Trunc bitonic algorithmic time (ms),0.1,7258112,exact,12029952,exact
gpu,q18_k131072_max,PASS,ok,uint,bitonic,max,131072,262144,Trunc bitonic end-to-end time (ms),0.537,Trunc bitonic end-to-end time (ms),0.537,Trunc bitonic algorithmic time (ms),0.133,26738688,exact,21299200,exact
gpu,q19_k8_max,PASS,ok,uint,bitonic,max,8,524288,Trunc bitonic end-to-end time (ms),0.73,Trunc bitonic end-to-end time (ms),0.73,Trunc bitonic algorithmic time (ms),0.061,14679904,exact,2883564,exact
gpu,q19_k256_max,PASS,ok,uint,bitonic,max,256,524288,Trunc bitonic end-to-end time (ms),0.687,Trunc bitonic end-to-end time (ms),0.687,Trunc bitonic algorithmic time (ms),0.102,14674944,exact,12057344,exact
gpu,q19_k4096_max,PASS,ok,uint,bitonic,max,4096,524288,Trunc bitonic end-to-end time (ms),0.722,Trunc bitonic end-to-end time (ms),0.722,Trunc bitonic algorithmic time (ms),0.147,14598144,exact,24088576,exact
gpu,q19_k131072_max,PASS,ok,uint,bitonic,max,131072,524288,Trunc bitonic end-to-end time (ms),0.833,Trunc bitonic end-to-end time (ms),0.833,Trunc bitonic algorithmic time (ms),0.218,57147392,exact,43843584,exact
gpu,q20_k8_max,PASS,ok,uint,bitonic,max,8,1048576,Trunc bitonic end-to-end time (ms),0.836,Trunc bitonic end-to-end time (ms),0.836,Trunc bitonic algorithmic time (ms),0.084,29359968,exact,5767148,exact
gpu,q20_k256_max,PASS,ok,uint,bitonic,max,256,1048576,Trunc bitonic end-to-end time (ms),0.906,Trunc bitonic end-to-end time (ms),0.906,Trunc bitonic algorithmic time (ms),0.158,29355008,exact,24115968,exact
gpu,q20_k4096_max,PASS,ok,uint,bitonic,max,4096,1048576,Trunc bitonic end-to-end time (ms),1.005,Trunc bitonic end-to-end time (ms),1.005,Trunc bitonic algorithmic time (ms),0.246,29278208,exact,48205824,exact
gpu,q20_k131072_max,PASS,ok,uint,bitonic,max,131072,1048576,Trunc bitonic end-to-end time (ms),1.225,Trunc bitonic end-to-end time (ms),1.225,Trunc bitonic algorithmic time (ms),0.402,117964800,exact,88932352,exact
gpu,q21_k8_max,PASS,ok,uint,bitonic,max,8,2097152,Trunc bitonic end-to-end time (ms),1.319,Trunc bitonic end-to-end time (ms),1.319,Trunc bitonic algorithmic time (ms),0.126,58720096,exact,11534316,exact
gpu,q21_k256_max,PASS,ok,uint,bitonic,max,256,2097152,Trunc bitonic end-to-end time (ms),1.373,Trunc bitonic end-to-end time (ms),1.373,Trunc bitonic algorithmic time (ms),0.265,58715136,exact,48233216,exact
gpu,q21_k4096_max,PASS,ok,uint,bitonic,max,4096,2097152,Trunc bitonic end-to-end time (ms),1.547,Trunc bitonic end-to-end time (ms),1.547,Trunc bitonic algorithmic time (ms),0.473,58638336,exact,96440320,exact
gpu,q21_k131072_max,PASS,ok,uint,bitonic,max,131072,2097152,Trunc bitonic end-to-end time (ms),1.983,Trunc bitonic end-to-end time (ms),1.983,Trunc bitonic algorithmic time (ms),0.809,239599616,exact,179109888,exact
gpu,q22_k8_max,PASS,ok,uint,bitonic,max,8,4194304,Trunc bitonic end-to-end time (ms),2.286,Trunc bitonic end-to-end time (ms),2.286,Trunc bitonic algorithmic time (ms),0.209,117440352,exact,23068652,exact
gpu,q22_k256_max,PASS,ok,uint,bitonic,max,256,4194304,Trunc bitonic end-to-end time (ms),2.721,Trunc bitonic end-to-end time (ms),2.721,Trunc bitonic algorithmic time (ms),0.482,117435392,exact,96467712,exact
gpu,q22_k4096_max,PASS,ok,uint,bitonic,max,4096,4194304,Trunc bitonic end-to-end time (ms),2.677,Trunc bitonic end-to-end time (ms),2.677,Trunc bitonic algorithmic time (ms),0.855,117358592,exact,192909312,exact
gpu,q22_k131072_max,PASS,ok,uint,bitonic,max,131072,4194304,Trunc bitonic end-to-end time (ms),3.502,Trunc bitonic end-to-end time (ms),3.502,Trunc bitonic algorithmic time (ms),1.593,482869248,exact,359464960,exact
gpu,q23_k8_max,PASS,ok,uint,bitonic,max,8,8388608,Trunc bitonic end-to-end time (ms),4.22,Trunc bitonic end-to-end time (ms),4.22,Trunc bitonic algorithmic time (ms),0.486,234880864,exact,46137324,exact
gpu,q23_k256_max,PASS,ok,uint,bitonic,max,256,8388608,Trunc bitonic end-to-end time (ms),4.383,Trunc bitonic end-to-end time (ms),4.383,Trunc bitonic algorithmic time (ms),1.004,234875904,exact,192936704,exact
gpu,q23_k4096_max,PASS,ok,uint,bitonic,max,4096,8388608,Trunc bitonic end-to-end time (ms),5.101,Trunc bitonic end-to-end time (ms),5.101,Trunc bitonic algorithmic time (ms),1.712,234799104,exact,385847296,exact
gpu,q23_k131072_max,PASS,ok,uint,bitonic,max,131072,8388608,Trunc bitonic end-to-end time (ms),7.073,Trunc bitonic end-to-end time (ms),7.073,Trunc bitonic algorithmic time (ms),3.457,969408512,exact,720175104,exact
gpu,q24_k8_max,PASS,ok,uint,bitonic,max,8,16777216,Trunc bitonic end-to-end time (ms),7.198,Trunc bitonic end-to-end time (ms),7.198,Trunc bitonic algorithmic time (ms),1.244,469761888,exact,92274668,exact
gpu,q24_k256_max,PASS,ok,uint,bitonic,max,256,16777216,Trunc bitonic end-to-end time (ms),8.05,Trunc bitonic end-to-end time (ms),8.05,Trunc bitonic algorithmic time (ms),2.073,469756928,exact,385874688,exact
gpu,q24_k4096_max,PASS,ok,uint,bitonic,max,4096,16777216,Trunc bitonic end-to-end time (ms),9.698,Trunc bitonic end-to-end time (ms),9.698,Trunc bitonic algorithmic time (ms),3.556,469680128,exact,771723264,exact
gpu,q24_k131072_max,PASS,ok,uint,bitonic,max,131072,16777216,Trunc bitonic end-to-end time (ms),14.462,Trunc bitonic end-to-end time (ms),14.462,Trunc bitonic algorithmic time (ms),8.133,1674051584,exact,1441595392,exact
gpu,q03_k8_max,PASS,ok,uint,map_reduce,max,8,8,Map-reduce top-k end-to-end time (ms),0.248,Map-reduce top-k end-to-end time (ms),0.248,Map-reduce top-k algorithmic time (ms),0.01,324512,exact,8,lower-bound
